"No","표준명 [INGR_KOR_NAME] ","영문명 [INGR_ENG_NAME] ","CASNO [CAS_NO] ","기원및정의 [ORIGIN_MAJOR_KOR_NAME] ","이명 [INGR_SYNONYM] ","rownum"
"8110","아스파질러스/락토바실러스/효모/(콩/큰달맞이꽃/무/브로콜리/콜리플라워/쌀/보리/율무/서양톱풀/참깨/세이지/선백리향/서양고추나물/붉은토끼풀/자주개자리/호로파)싹 발효여과추출물","Aspergillus/Lactobacillus/Saccharomyces/(Soybean/Oenothera Glazioviana/Radish/Broccoli/Cauliflower/Rice/Hordeum Vulgare/Coix Lacryma-Jobi/Achillea Millefolium/Sesame/Sage/Thyme/Hypericum Perforatum/Trifolium Pratense (Clover)/Medicago Sativa/Trigonella Foenum-Graecum) Sprout Ferment Filtrate Extract","","이 원료는 아스파질러스, 락토바실러스 및 효모로 콩(Glycine max), 큰달맞이꽃(Oenothera glazioviana), 무(Raphanus sativus), 브로콜리(Brassica oleracea italica, broccoli), 콜리플라워(Brassica oleracea botyris, cauliflower) 쌀(Oryza sativa, rice), 보리(Hordeum vulgare), 율무(Coix lacryma-jobi), 서양톱풀(Achillea millefolium), 참깨(Sesamum indicum, sesame), 세이지(Salvia officinalis, sage), 선백리향(Thymus vulgaris, thyme), 서양고추나물(Hypericum perforatum), 붉은토끼풀(Trifolium pratense, clover), 자주개자리(Medicago sativa) 및 호로파(Trigonella foenum-graecum)의 싹을 발효하여 얻은 여과물의 추출물이다.","","8110"
"8112","푸코오스","Fucose","","이 원료는 다음의 구조를 갖는 유기화합물이다.","","8112"
"8113","다이메틸헵텐알","Dimethyl Heptenal","","이 원료는 다음의 구조를 갖는 유기화합물이다.","디메칠헵텐알","8113"
"8114","메틸데센올","Methyl Decenol","","이 원료는 다음의 구조를 갖는 유기화합물이다.","메칠데센올","8114"
"8115","암모늄알룸","Ammonium Alum","","이 원료는 다음의 구조를 갖는 무기염이다.","","8115"
"8116","목화잎세포추출물","Gossypium Arboreum (Cotton) Leaf Cell Extract","","이 원료는 목화(Gossypium arboreum)의 잎세포를 배양하여 추출한 것이다.","","8116"
"8117","스페인자스민줄기추출물","Jasminum Grandiflorum (Jasmine) Stem Extract","","이 원료는 스페인자스민(Jasmine) Jasminum grandiflorum의 줄기에서 추출한 것이다.","쟈스민줄기추출물","8117"
"8118","피리독신사이클릭포스페이트","Pyridoxine Cyclic Phosphate","","이 원료는 다음의 구조를 갖는 유기화합물이다.","","8118"
"8119","구주호랑가시나무잎추출물","Ilex Aquifolium (Holly) Leaf Extract","","이 원료는 구주호랑가시나무(Holly) Ilex aquifolium의 잎에서 추출한 것이다.","구주호랑가시잎추출물","8119"
"8120","폴록사머217","Poloxamer 217","","이 원료는 주로 다음의 구조를 갖는 폴리옥시에칠렌, 폴리옥시프로필렌 블록폴리머이다. x, y 및 z의 평균값은 52, 35 및 52이다.","","8120"
"8121","C12-15알케스-5","C12-15 Alketh-5","68131-39-5","이 원료는 에칠렌옥사이드가 평균 5몰인 합성 C12-15지방알코올 혼합물의 폴리에칠렌글라이콜에텔이다.","","8121"
"8122","타수스 메디아/주목/웨스턴유/양주목/캐나다유분열조직세포배양액","Taxus Media/Taxus Cuspidata/Taxus Brevifolia/Taxus Baccata/Taxus Canadensis Meristem Cell Culture","","이 원료는 타수스 메디아, 주목 Taxus cuspidata, 웨스턴유Taxus brevifolia, 양주목Taxus baccata, 캐나다유Taxus canadensis에서 배양된 분열조직의 받침대이다.","메디어주목/주목/서양주목/유럽주목/캐나다주목분열조직세포배양액","8122"
"8123","티아민나이트레이트","Thiamine Nitrate","","이 원료는 다음의 구조를 갖는 유기화합물이다","","8123"
"8124","세테아릴노나노에이트","Cetearyl Nonanoate","","이 원료는 다음의 구조를 갖는 유기화합물이다. R은 세테아릴그룹을 나타낸다.","","8124"
"8125","라임껍질가루","Citrus Aurantifolia (Lime) Peel Powder","","이 원료는 라임 (Citrus aurantifolia)의 껍질을 건조하여 얻은 가루이다.","","8125"
"8126","피이지/피피지-22/23다이메티콘","PEG/PPG-22/23 Dimethicone","","이 원료는 평균 22몰의 에틸렌옥사이드 및 23몰의 프로필렌옥사이드로 구성된 다이메티콘의 알콕실화된 유도체이다.","피이지/피피지-22/23디메치콘","8126"
"8127","모나스커스/서양유채씨오일발효물","Monascus/Brassica Napus Seed Oil Ferment","","이 원료는 미생물의 일종인 모나스커스 Monascus로 서양유채 Brassica napus의 씨에서 얻은 오일을 발효하여 얻은 생성물이다.","붉은누룩곰팡이/유채씨오일발효물","8127"
"8128","참취추출물","Aster Scaber Extract","","이 원료는 참취(Aster scaber)의 전초에서 추출한 것이다.","","8128"
"8129","여두추출물","Rhynchosia Nulubilis Seed Extract","","이 원료는 여두(Rhynchosia nulubilis)의 씨에서 추출한 것이다.","","8129"
"8130","알바유카리잎추출물","Eucalyptus Alba Leaf Extract","","이 원료는 알바유카리 Eucalyptus alba의 잎에서 추출한 것이다.","유칼립투스 알바잎추출물","8130"
"8131","클로브씨추출물","Eugenia Caryophyllus (Clove) Seed Extract","","이 원료는 클로브 (Eugenia Caryophyllus)의 씨에서 추출한 것이다.","","8131"
"8132","락토바실러스/가시대나무즙/수크로오스발효여과물","Lactobacillus/Bambusa Arundinacea Juice/Sucrose/Ferment Filtrate","","이 원료는 미생물의 일종인 락토바실러스 Lactobacillus로 가시대나무 Bambusa arundinacea즙과 수크로오스를 발효하여 얻은 생성물을 여과한 것이다.","락토바실러스/가시대나무수액/슈크로오스발효여과물","8132"
"8133","완두콩피토플라센타추출물","Pisum Sativum (Pea) Phytoplacenta Extract","","이 원료는 완두콩(Pisum sativum)에서 분리하여 얻은 피토플라센타 세포 또는 배양하여 얻은 피토플라센타 세포를 추출한 것이다.","","8133"
"8134","강낭콩피토플라센타추출물","Phaseolus Vulgaris Phytoplacenta Extract","","이 원료는 강낭콩(Phaseolus vulgaris)에서 분리하여 얻은 피토플라센타 세포 또는 배양하여 얻은 피토플라센타 세포를 추출한 것이다.","","8134"
"8135","파에오퀴스티스 안타르크티카추출물","Phaeocystis Antarctica Extract","","이 원료는 조류의 일종인 Phaeocystis antarctica에서 추출한 것이다.","파에오시스티스 안타르크티카추출물","8135"
"8136","파에오퀴스티스 포우케티이추출물","Phaeocystis Pouchetii Extract","","이 원료는 조류의 일종인 Phaeocystis pouchetii에서 추출한 것이다.","파에오시스티스 포우체티이추출물","8136"
"8137","헤테로시그마 아카시오세포추출물","Heterosigma Akashiwo Cell Extract","","이 원료는 조류(Heterosigma akashiwo)를 배양하여 추출한 것이다.","","8137"
"8138","프로로센트룸 미니뭄세포추출물","Prorocentrum Minimum Cell Extract","","이 원료는 조류(Prorocentrum minimum)의 세포를 배양하여 추출한 것이다.","","8138"
"8139","프로로센트룸 미칸스세포추출물","Prorocentrum Micans Cell Extract","","이 원료는 조류(Prorocentrum micans)의 세포를 배양하여 추출한 것이다.","","8139"
"8140","클로렐라 불가리스캘러스배양추출물","Chlorella Vulgaris Callus Culture Extract","","이 원료는 조류의 일종인 Chlorella vulgaris의 캘러스를 배양하여 추출한 것이다.","클로렐라캘러스배양추출물","8140"
"8141","트라이펩타이드-47","Tripeptide-47","","이 원료는 히스티딘과 아이소류신, 발린을 포함하는 합성펩타이드이다.","트리펩타이드-47","8141"
"8142","갈로일헥사펩타이드-48","Galloyl Hexapeptide-48","","이 원료는 갈릭애씨드 및 헥사펩타이드-48의 반응으로 얻은 것이다.","","8142"
"8143","시키모일헥사펩타이드-48","Shikimoyl Hexapeptide-48","","이 원료는 시키믹애씨드 및 헥사펩타이드-48의 반응으로 얻은 것이다.","","8143"
"8144","카페오일헥사펩타이드-48","Caffeoyl Hexapeptide-48","","이 원료는 카페익애씨드 및 헥사펩타이드-48의 반응으로 얻은 것이다.","","8144"
"8145","트라이펩타이드-48","Tripeptide-48","","이 원료는 히스티딘과 류신, 발린을 포함하는 합성펩타이드이다.","트리펩타이드-48","8145"
"8146","목련꽃추출물","Magnolia Kobus Flower Extract","","이 원료는 목련나무 (Magnolia kobus)의 꽃에서 추출한 것이다.","","8146"
"8147","효모/사과열매/살구커넬/복숭아커넬/율무씨/수크로오스발효여과물","Saccharomyces/Apple Fruit/Apricot Kernel/Peach Kernel/Coix Lacryma-Jobi Ma-yuen Seed/Sucrose Ferment Filtrate","","이 원료는 효모로 사과나무(apple) Pyrus malus의 열매, 살구나무(apricot) Prunus armeniaca의 커넬, 복사나무(peach) Prunus persica의 커넬, 율무(Job's Tears) Coix lacrymajobi의 씨 및 수크로오스를 발효하여 여과한 것이다.","효모/사과/아프리코트커넬/도인/의이인/슈크로오스발효여과물","8147"
"8148","효모/사과/꿀/인삼뿌리/로얄제리/수크로오스발효여과물","Saccharomyces/Apple Fruit/Honey/Panax Ginseng Root/Royal Jelly/Sucrose Ferment Filtrate","","이 원료는 효모로 사과, 인삼, 로얄제리 및 수크로오스를 발효시켜 얻은 생성물을 여과한 것이다.","효모/사과/꿀/인삼/로얄젤리/슈크로오스발효여과물","8148"
"8149","폴리아크릴레이트-14","Polyacrylate-14","","이 원료는 아크릴릭애씨드, 메타크릴릭애씨드 또는 그들의 단순 에스터를 함유한 한 개 이상의 모노머, 피이지-25C10-30알킬에텔메타크릴레이트 및 피이지20-피피지-5알릴에텔의 공중합체이다.","","8149"
"8150","아세틸테트라펩타이드-40","Acetyl Tetrapeptide-40","","이 원료는 테트라펩타이드-40의 아세틸화 반응으로 얻은 것이다.","","8150"
"8151","아세틸헥사펩타이드-49","Acetyl Hexapeptide-49","","이 원료는 헥사펩타이드-49의 아세틸화 반응으로 얻은 것이다.","","8151"
"8152","트라이메틸벤젠프로판올","Trimethylbenzenepropanol","","이 원료는 다음의 구조를 갖는 유기화합물이다.","트리메칠벤젠프로판올","8152"
"8153","바실러스발효여과물","Bacillus Ferment Filtrate","","이 원료는 바실러스발효물로 성장 배지를 발효하여 여과한 것이다.","","8153"
"8154","류코노스톡발효여과물","Leuconostoc Ferment Filtrate","","이 원료는 류코노스톡으로 성장 배지를 발효하여 여과한 것이다.","","8154"
"8155","몽당잎모자반추출물","Sargassum Muticum Extract","","이 원료는 몽당잎모자반(Sargassum muticum)에서 추출한 것이다.","","8155"
"8156","그라운드넛뿌리추출물","Apios Americana Root Extract","","이 원료는 그라운드넛 Apios americana의 뿌리에서 추출한 것이다.","아메리칸포테이토빈뿌리추출물","8156"
"8157","락토바실러스/라지케인잎발효여과물","Lactobacillus/Arundinaria Gigantea Leaf Ferment Filtrate","","이 원료는 미생물의 일종인 락토바실러스 Lactobacillus로 라지케인 Arundinaria gigantea의 잎을 발효하여 얻은 생성물을 여과한 것이다.","락토바실러스/아룬디나리아 기간테아잎발효여과물","8157"
"8158","퐁감씨추출물","Pongamia Pinnata Seed Extract","","이 원료는 퐁감(Pongamia pinnata)의 씨에서 추출한 것이다.","","8158"
"8159","락토바실러스/류코노스톡/효모말전복발효추출여과물","Lactobacillus/Leuconostoc/Saccharomyces Abalone Ferment Extract Filtrate","","이 원료는 미생물의 일종인 락토바실러스 Lactobacillus, 류코노스톡 Leuconostoc 및 효모 Saccharomyces에 의한 말전복의 발효로 얻은 생성물을 여과한 것이다.","락토바실러스/류코노스톡/효모전복발효추출여과물","8159"
"8160","백서향추출물","Daphne Kiusiana Extract","","이 원료는 백서향(Daphne kiusiana)의 전초에서 추출한 것이다.","","8160"
"8161","락토바실러스/자주개자리잎/유채싹/양배추잎/인삼열매/밀배아추출발효여과물","Lactobacillus/Alfalfa Leaf/Brassica Napus Sprout/Cabbage Leaf/Panax Ginseng Berry/Wheat Germ Extract Ferment Filtrate","","이 원료는 미생물의 일종인 락토바실러스 Lactobacillus로 자주개자리(alfalfa) Medicago sativa와 양배추(cabbage) Brassica oleracea capitata의 잎, 유채 Brassica napus의 싹, 인삼 Panax ginseng의 열매 및 밀 Triticum vulgare의 배아를 발효시켜 얻은 생성물을 여과한 것이다.","","8161"
"8162","피이지-25프로필렌글라이콜스테아레이트","PEG-25 Propylene Glycol Stearate","","이 원료는 다음의 구조를 갖는 프로필렌글라이콜스테아레이트의 폴리에칠렌글라이콜에텔이다. n은 평균 25이다.","","8162"
"8163","으름덩굴열매추출물","Akebia Quinata Fruit Extract","","이 원료는 으름덩굴(Akebia Quinata)의 열매에서 추출한 것이다.","","8163"
"8164","으름덩굴추출물","Akebia Quinata Extract","","이 원료는 으름덩굴(Akebia Quinata)의 전초에서 추출한 것이다.","","8164"
"8165","트라이-피피지-3미리스틸에터시트레이트","Tri-PPG-3 Myristyl Ether Citrate","","이 원료는 피피지-3미리스틸에터와 시트릭애씨드와의 반응으로 생성된 것이다.","트리-피피지-3미리스틸에텔시트레이트","8165"
"8166","캐나다솔송잎추출물","Tsuga Canadensis Leaf Extract","","이 원료는 캐나다솔송(Tsuga canadensis)의 잎에서 추출한 것이다.","","8166"
"8167","하얀장미잎세포추출물","Rosa Alba Leaf Cell Extract","","이 원료는 하얀장미 Rosa alba의 잎세포를 배양하여 추출한 것이다.","로사 알바잎세포추출물","8167"
"8168","해면","Sponge","","이 원료는 민물해면(freshwater sponge)의 한개 이상의 다양한 종의 골격을 건조하여 가루로 한 것이다.","","8168"
"8169","저단선꽃/줄기추출물","Opuntia Humifusa Flower/Stem Extract","","이 원료는 저단선(Opuntia Humifusa)의 꽃과 줄기에서 추출한 것이다.","","8169"
"8170","돌콩전초추출물","Glycine Soja (Soybean) Extract","","이 원료는 돌콩(Soybean) Glycine Soja의 전초에서 추출한 것이다.","콩전초추출물","8170"
"8171","올리고펩타이드-4","Oligopeptide-4","","이 원료는 알라닌, 아르기닌, 아스파틱애씨드, 글루타믹애씨드, 글라이신, 히스티닌, 하이드록시프롤린, 이소류신, 류신, 라이신, 메치오닌, 페닐알라닌, 프롤린, 세린, 트레오닌, 티로신 및 발린으로 구성된 91개의 합성 아미노애씨드펩타이드이다.","","8171"
